,sdate,edate,municipality_name,county,displayName,type,mode,category,concern
413,2012,2019-03-28,Uddevalla kommun,Västra Götalands län,Uddevalla 7 Dagar,huvudredaktion,redaktion,Gratistidning,Stampen
414,1976,2017-03-01,Uddevalla kommun,Västra Götalands län,Uddevalla-Posten,huvudredaktion,redaktion,Dagspress,
415,2015-03-21,9,Uddevalla kommun,Västra Götalands län,Uddevalla Nyheter,huvudredaktion,redaktion,Sajt,
416,2019-09-01,9,Lysekils kommun,Västra Götalands län,Bohusläningen,lokalredaktion,redaktion,Dagspress,Stampen
417,1905-02-02,9,Lysekils kommun,Västra Götalands län,Lysekilsposten,huvudredaktion,redaktion,Dagspress,
418,2001,2019-12-15,Bollnäs kommun,Gävleborgs län,BollnäsNytt,huvudredaktion,redaktion,Gratistidning,
419,1912,2019-03-31,Bollnäs kommun,Gävleborgs län,Hela Hälsingland,huvudredaktion,redaktion,Dagspress,Mittmedia
420,2019-04-01,2020-04-01,Bollnäs kommun,Gävleborgs län,Hela Hälsingland,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
421,2020-04-02,9,Bollnäs kommun,Gävleborgs län,Hela Hälsingland,huvudredaktion,redaktion,Dagspress,Bonnier
422,0,9,Bollnäs kommun,Gävleborgs län,Sveriges Radio P4 Gävleborg,lokalredaktion,redaktion,Etermedier,Sveriges Radio
423,2017-07-01,9,Borås kommun,Västra Götalands län,Borås DLY,huvudredaktion,redaktion,Sajt,Gota Media
424,1826,9,Borås kommun,Västra Götalands län,Borås Tidning,huvudredaktion,redaktion,Dagspress,Gota Media
425,2011-08-01,2014-11-30,Borås kommun,Västra Götalands län,Boråskuriren,huvudredaktion,redaktion,Gratistidning,Draken
426,0,9,Borås kommun,Västra Götalands län,Sveriges Radio P4 Sjuhärad,huvudredaktion,redaktion,Etermedier,Sveriges Radio
427,2015-08,2015-04-12,Borås kommun,Västra Götalands län,Västnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
428,2015-08,9,Borås kommun,Västra Götalands län,SVT Nyheter Väst,lokalredaktion,redaktion,Etermedier,Sveriges Television
429,2011-01-01,2018-04-25,Borås kommun,Västra Götalands län,Xtra Borås,huvudredaktion,redaktion,Gratistidning,Gota Media
430,0,9,Marks kommun,Västra Götalands län,Borås Tidning,lokalredaktion,redaktion,Dagspress,Gota Media
431,1967-12,9,Marks kommun,Västra Götalands län,Markbladet,huvudredaktion,redaktion,Gratistidning,Markbladet
432,0,9,Svenljunga kommun,Västra Götalands län,Borås Tidning,lokalredaktion,redaktion,Dagspress,Gota Media
433,2014-02-15,9,Svenljunga kommun,Västra Götalands län,Svenljunga Tranemo Tidning,lokalredaktion,riktad titel,Gratistidning,Markbladet
434,1992,2014-02-14,Svenljunga kommun,Västra Götalands län,Svenljunga & Tranemo Tidning,lokalredaktion,riktad titel,Gratistidning,
435,0,9,Tranås kommun,Jönköpings län,Tranås-Posten,huvudredaktion,redaktion,Gratistidning,
436,0,2020-02-29,Tranås kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",lokalredaktion,redaktion,Dagspress,Hallpressen
437,2020-03-01,9,Tranås kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",lokalredaktion,redaktion,Dagspress,Bonnier|Hallpressen
438,1975,2020-02-29,Tranås kommun,Jönköpings län,Tranås-Aktuellt,huvudredaktion,redaktion,Gratistidning,Hallpressen
439,2020-03-01,9,Tranås kommun,Jönköpings län,Tranås-Aktuellt,huvudredaktion,redaktion,Gratistidning,Bonnier|Hallpressen
440,1918-12-06,9,Tranås kommun,Jönköpings län,Tranås-Posten,huvudredaktion,redaktion,Dagspress,
441,0,9,Burlövs kommun,Skåne län,Burlövs Nyheter,huvudredaktion,redaktion,Sajt,
442,2020-01-01,2017-08-25,Burlövs kommun,Skåne län,Lokaltidningen Lomma,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
443,2020-01-01,2019-10-17,Burlövs kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
444,2020-01-01,9,Burlövs kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,riktad titel,Gratistidning,Bonnier
445,2017-08-26,2017-08-25,Burlövs kommun,Skåne län,Lokaltidningen Lomma,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
446,2017-08-26,2019-10-17,Burlövs kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
447,2019-10-18,2019-12-31,Burlövs kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,redaktion,Gratistidning,Bonnier
448,0,2018-12-20,Skellefteå kommun,Västerbottens län,burtrask.se,huvudredaktion,redaktion,Sajt,
449,0,9,Skellefteå kommun,Västerbottens län,Folkbladet Västerbotten,lokalredaktion,redaktion,Dagspress,VK Media
450,2012-03,9,Skellefteå kommun,Västerbottens län,Megafonen,huvudredaktion,redaktion,Gratistidning,
451,1910,2019-12-31,Skellefteå kommun,Västerbottens län,Norran,huvudredaktion,redaktion,Dagspress,
452,2020-01-01,9,Skellefteå kommun,Västerbottens län,Norran,huvudredaktion,redaktion,Dagspress,NTM
453,0,9,Skellefteå kommun,Västerbottens län,Sveriges Radio P4 Västerbotten,lokalredaktion,redaktion,Etermedier,Sveriges Radio
454,0,2015-04-12,Skellefteå kommun,Västerbottens län,Västerbottensnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
455,2015-04-13,9,Skellefteå kommun,Västerbottens län,SVT Nyheter Västerbotten,lokalredaktion,redaktion,Etermedier,Sveriges Television
456,1992,9,Skellefteå kommun,Västerbottens län,Västerbottens Mellanbygd,huvudredaktion,redaktion,Dagspress,Tidningar i Norr
457,1996,9,Skellefteå kommun,Västerbottens län,Skellefteåguiden,huvudredaktion,redaktion,Gratistidning,
458,1971,2019-05-01,Håbo kommun,Uppsala län,Bålsta Bladet,huvudredaktion,riktad titel,Gratistidning,Direktpress
459,2019-05-02,9,Håbo kommun,Uppsala län,Bålsta Direkt,huvudredaktion,riktad titel,Gratistidning,Direktpress
460,2003,9,Håbo kommun,Uppsala län,Håboportalen,huvudredaktion,redaktion,Sajt,
461,0,2017-01-06,Håbo kommun,Uppsala län,Magasin Bålsta,huvudredaktion,redaktion,Gratistidning,
462,2015-04-01,2019-03-31,Köpings kommun,Västmanlands län,Bärgslagsbladet/Arboga Tidning,huvudredaktion,redaktion,Dagspress,Mittmedia
463,2019-04-01,2020-04-01,Köpings kommun,Västmanlands län,Bärgslagsbladet/Arboga Tidning,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
464,2020-04-02,9,Köpings kommun,Västmanlands län,Bärgslagsbladet/Arboga Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
465,1850,2015-03-31,Köpings kommun,Västmanlands län,Bärgslagsbladet/Arboga Tidning,huvudredaktion,redaktion,Dagspress,Promedia
466,0,9,Köpings kommun,Västmanlands län,Magazin24,huvudredaktion,redaktion,Gratistidning,
467,0,9,Köpings kommun,Västmanlands län,Västmanlands Television,huvudredaktion,redaktion,Etermedier,
468,1992-01-01,2016-02-19,Karlskoga kommun,Örebro län,Carlskoga Television,huvudredaktion,redaktion,Etermedier,
469,1941,9,Karlskoga kommun,Örebro län,Karlskoga Tidning,huvudredaktion,redaktion,Dagspress,NWT
470,2019-09-01,9,Göteborgs kommun,Västra Götalands län,Dagens Nyheter,lokalredaktion,redaktion,Dagspress,Bonnier
471,0,9,Göteborgs kommun,Västra Götalands län,ETC Göteborg,huvudredaktion,redaktion,Dagspress,ETC
472,1902,9,Göteborgs kommun,Västra Götalands län,GT,huvudredaktion,redaktion,Dagspress,Bonnier
473,2016-09-03,9,Göteborgs kommun,Västra Götalands län,Göteborg Direkt,huvudredaktion,redaktion,Gratistidning,Direktpress
474,2003,2016-09-02,Göteborgs kommun,Västra Götalands län,"Tidningarna Centrum, Hisingen, Väster, Sydväst och Nordost",huvudredaktion,redaktion,Gratistidning,Direktpress
475,2004,2017-12-31,Göteborgs kommun,Västra Götalands län,Göteborgs Fria Tidning,huvudredaktion,redaktion,Dagspress,ETC
476,1813,9,Göteborgs kommun,Västra Götalands län,Göteborgs-Posten,huvudredaktion,redaktion,Dagspress,Stampen
477,2011,9,Göteborgs kommun,Västra Götalands län,Hisingen ftw,huvudredaktion,redaktion,Sajt,
478,2016-02-15,9,Göteborgs kommun,Västra Götalands län,Lite lokalt Göteborgs Manhattan och Backa/Kärra med Tuve och Säve,huvudredaktion,redaktion,Gratistidning,
479,2004,2016-02-14,Göteborgs kommun,Västra Götalands län,"Lite lokalt Göteborgs Manhattan, Kvibergsstaden och Backa/Kärra med Tuve och Säve",huvudredaktion,redaktion,Gratistidning,
480,1998,2019-08-10,Göteborgs kommun,Västra Götalands län,Metro Göteborg,huvudredaktion,redaktion,Gratistidning,Metro
481,0,9,Göteborgs kommun,Västra Götalands län,Sveriges Radio P4 Göteborg,huvudredaktion,redaktion,Etermedier,Sveriges Radio
482,2014-05-01,9,Göteborgs kommun,Västra Götalands län,Spanaren,huvudredaktion,redaktion,Sajt,
483,0,2015-04-12,Göteborgs kommun,Västra Götalands län,Västnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
484,2015-04-13,9,Göteborgs kommun,Västra Götalands län,SVT Nyheter Väst,huvudredaktion,redaktion,Etermedier,Sveriges Television
485,2018-03-18,2015-04-12,Göteborgs kommun,Västra Götalands län,Västnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
486,2018-03-18,9,Göteborgs kommun,Västra Götalands län,SVT Nyheter Väst,lokalredaktion,redaktion,Etermedier,Sveriges Television
487,2016-09-01,2019-12-31,Göteborgs kommun,Västra Götalands län,Syre Göteborg,lokalredaktion,redaktion,Dagspress,Mediehuset Grönt
488,1995,9,Göteborgs kommun,Västra Götalands län,Torslanda–Öckerötidningen,huvudredaktion,redaktion,Gratistidning,
489,2015-03,2015-08-27,Vimmerby kommun,Kalmar län,Vimmerbybloggen,huvudredaktion,redaktion,Sajt,Dagens Vimmerby
490,2015-08-28,9,Vimmerby kommun,Kalmar län,Dagens Vimmerby,huvudredaktion,redaktion,Sajt,Dagens Vimmerby
491,2018-01-15,2018-05-31,Vimmerby kommun,Kalmar län,Vimmerby Tidning med Linköpings Tidning och Kinda-Posten,huvudredaktion,redaktion,Dagspress,NTM
492,2018-06-01,9,Vimmerby kommun,Kalmar län,Vimmerby Tidning med Kinda-Posten,huvudredaktion,redaktion,Dagspress,NTM
493,1856,2018-01-14,Vimmerby kommun,Kalmar län,"Vimmerby Tidning med Västerviks-Posten, Linköpings Tidning och Kinda-Posten",huvudredaktion,redaktion,Dagspress,Swepress
494,2018-08-28,9,Västerviks kommun,Kalmar län,Dagens Västervik,huvudredaktion,riktad titel,Sajt,Dagens Vimmerby
495,2018-03-01,2018-07-01,Västerviks kommun,Kalmar län,Mera Västervik Vimmerby Hultsfred,huvudredaktion,redaktion,Gratistidning,NTM
496,0,2018-02-28,Västerviks kommun,Kalmar län,Mera Västervik Vimmerby Hultsfred,huvudredaktion,redaktion,Gratistidning,Swepress
497,0,9,Västerviks kommun,Kalmar län,Sveriges Radio P4 Kalmar,lokalredaktion,redaktion,Etermedier,Sveriges Radio
498,2018-01-15,2018-04-15,Västerviks kommun,Kalmar län,Vimmerby Tidning med Linköpings Tidning och Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
499,2018-06-01,2018-04-15,Västerviks kommun,Kalmar län,Vimmerby Tidning med Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
500,0,2018-01-14,Västerviks kommun,Kalmar län,"Vimmerby Tidning med Västerviks-Posten, Linköpings Tidning och Kinda-Posten",lokalredaktion,redaktion,Dagspress,Swepress
501,2018-01-15,2018-09-28,Västerviks kommun,Kalmar län,Västerviks Kommunextra,huvudredaktion,redaktion,Gratistidning,NTM
502,0,2018-01-14,Västerviks kommun,Kalmar län,Västerviks Kommunextra,huvudredaktion,redaktion,Gratistidning,Swepress
503,1834,9,Västerviks kommun,Kalmar län,Västervikstidningen,huvudredaktion,redaktion,Dagspress,NTM
504,0,2019-05,Västerviks kommun,Kalmar län,Västervikstidningen,lokalredaktion,redaktion,Dagspress,NTM
505,1917-12-14,2019-03-31,Falu kommun,Dalarnas län,Dala-Demokraten,huvudredaktion,redaktion,Dagspress,Mittmedia
506,2019-04-01,2020-04-01,Falu kommun,Dalarnas län,Dala-Demokraten,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
507,2020-04-02,9,Falu kommun,Dalarnas län,Dala-Demokraten,huvudredaktion,redaktion,Dagspress,Bonnier
508,2008-03-01,2019-03-31,Falu kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",huvudredaktion,redaktion,Dagspress,Mittmedia
509,2019-04-01,2020-04-01,Falu kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
510,2020-04-02,2020-06-30,Falu kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",huvudredaktion,redaktion,Dagspress,Bonnier
511,1894-07-02,2008-02-29,Falu kommun,Dalarnas län,Dalarnas Tidningar,huvudredaktion,redaktion,Dagspress,
512,2020-07-01,9,Falu kommun,Dalarnas län,Falu-Kuriren,huvudredaktion,redaktion,Dagspress,Bonnier
513,2012-12,2017-02-11,Falu kommun,Dalarnas län,Mitt Dalarna,huvudredaktion,redaktion,Gratistidning,
514,0,9,Falu kommun,Dalarnas län,Sveriges Radio P4 Dalarna,huvudredaktion,redaktion,Etermedier,Sveriges Radio
515,2015-04-13,9,Falu kommun,Dalarnas län,SVT Nyheter Dalarna,huvudredaktion,redaktion,Etermedier,Sveriges Television
516,0,2015-04-12,Falu kommun,Dalarnas län,Gävledala,lokalredaktion,redaktion,Etermedier,Sveriges Television
517,2015-12-01,2016-08-30,Orsa kommun,Dalarnas län,Dalanytt,huvudredaktion,redaktion,Sajt,
518,2018-01-01,9,Orsa kommun,Dalarnas län,Orsasajten.se,huvudredaktion,redaktion,Sajt,
519,0,9,Malung-Sälens kommun,Dalarnas län,Dalavision,lokalredaktion,redaktion,Etermedier,
520,2008-03-01,2015-05-13,Malung-Sälens kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
521,2019-04-01,2015-05-13,Malung-Sälens kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
522,2020-04-02,2015-05-13,Malung-Sälens kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
523,0,2008-02-29,Malung-Sälens kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
524,2020-07-01,9,Malung-Sälens kommun,Dalarnas län,Falu-Kuriren,lokalredaktion,redaktion,Dagspress,Bonnier
525,2015-04-13,9,Malung-Sälens kommun,Dalarnas län,SVT Nyheter Dalarna,lokalredaktion,redaktion,Etermedier,Sveriges Television
526,0,2015-04-12,Malung-Sälens kommun,Dalarnas län,Gävledala,lokalredaktion,redaktion,Etermedier,Sveriges Television
527,2020-10-26,0,Malung-Sälens kommun,Dalarnas län,Malungsbladet,huvudredaktion,redaktion,Gratistidning,
528,0,9,Dals-Eds kommun,Västra Götalands län,Dalslänningen,lokalredaktion,redaktion,Dagspress,NWT
529,0,9,Färgelanda kommun,Västra Götalands län,Dalslänningen,lokalredaktion,redaktion,Dagspress,NWT
530,1925,9,Bengtsfors kommun,Västra Götalands län,Dalslänningen,huvudredaktion,redaktion,Dagspress,NWT
531,0,2019-05-01,Danderyds kommun,Stockholms län,Danderyds Nyheter,huvudredaktion,riktad titel,Gratistidning,Direktpress
532,2019-05-02,2020-06-17,Danderyds kommun,Stockholms län,Danderyd Direkt,huvudredaktion,riktad titel,Gratistidning,Direktpress
533,2014-06-25,2020-06-17,Danderyds kommun,Stockholms län,Mitt i Danderyd,huvudredaktion,riktad titel,Gratistidning,Mitt i
534,2020-06-18,9,Danderyds kommun,Stockholms län,Mitt i Danderyd,huvudredaktion,riktad titel,Gratistidning,Direktpress
535,2008-12-01,2014-06-24,Danderyds kommun,Stockholms län,Mitt i Danderyd,huvudredaktion,riktad titel,Gratistidning,Stampen
536,2008-03-01,2019-03-31,Gagnefs kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
537,2019-04-01,2020-04-01,Gagnefs kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
538,2020-04-02,2020-06-30,Gagnefs kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
539,0,2008-02-29,Gagnefs kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
540,2020-07-01,9,Gagnefs kommun,Dalarnas län,Falu-Kuriren,lokalredaktion,redaktion,Dagspress,Bonnier
541,2008-03-01,2019-03-31,Vansbro kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
542,2019-04-01,2020-04-01,Vansbro kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
543,2020-04-02,2020-06-30,Vansbro kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
544,0,2008-02-29,Vansbro kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
545,2020-07-01,9,Vansbro kommun,Dalarnas län,Falu-Kuriren,lokalredaktion,redaktion,Dagspress,Bonnier
546,2008-03-01,2019-03-31,Leksands kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
547,2019-04-01,2020-04-01,Leksands kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
548,2020-04-02,2020-06-30,Leksands kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
549,0,2008-02-29,Leksands kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
550,2020-07-01,9,Leksands kommun,Dalarnas län,Falu-Kuriren,lokalredaktion,redaktion,Dagspress,Bonnier
551,2017-04-01,9,Leksands kommun,Dalarnas län,Siljan News,huvudredaktion,redaktion,Sajt,
552,2008-03-01,2019-03-31,Mora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Mittmedia
553,2019-04-01,2020-04-01,Mora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
554,2020-04-02,2020-06-30,Mora kommun,Dalarnas län,"Dalarnas Tidningar med Mora Tidning, Falu-Kuriren, Borlänge Tidning, m.fl.",lokalredaktion,redaktion,Dagspress,Bonnier
555,0,2008-02-29,Mora kommun,Dalarnas län,Dalarnas Tidningar,lokalredaktion,redaktion,Dagspress,
556,2020-07-01,9,Mora kommun,Dalarnas län,Mora Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
557,0,9,Mora kommun,Dalarnas län,Sveriges Radio P4 Dalarna,lokalredaktion,redaktion,Etermedier,Sveriges Radio
558,1995-10-02,9,Mora kommun,Dalarnas län,Radio Siljan,huvudredaktion,redaktion,Etermedier,
559,2003-08-11,2019-08-11,Eda kommun,Värmlands län,Edaportalen,huvudredaktion,redaktion,Sajt,
560,0,2018-12-28,Eskilstuna kommun,Södermanlands län,Extra EK och Extra ST,huvudredaktion,redaktion,Gratistidning,Sörmlands Media
561,2018-12-29,9,Eskilstuna kommun,Södermanlands län,Extra EK och Extra ST,huvudredaktion,redaktion,Gratistidning,NTM|Sörmlands Media
562,1890-12-08,2018-12-28,Eskilstuna kommun,Södermanlands län,Eskilstuna-Kuriren,huvudredaktion,redaktion,Dagspress,Sörmlands Media
563,2018-12-29,9,Eskilstuna kommun,Södermanlands län,Eskilstuna-Kuriren,huvudredaktion,redaktion,Dagspress,NTM|Sörmlands Media
564,0,9,Eskilstuna kommun,Södermanlands län,Sveriges Radio P4 Sörmland,huvudredaktion,redaktion,Etermedier,Sveriges Radio
565,2015-04-13,9,Eskilstuna kommun,Södermanlands län,SVT Nyheter Sörmland,huvudredaktion,redaktion,Etermedier,Sveriges Television
566,2015-04-13,2015-04-12,Eskilstuna kommun,Södermanlands län,SVT Nyheter Öst,lokalredaktion,redaktion,Etermedier,Sveriges Television
567,1989,2015-04-12,Eskilstuna kommun,Södermanlands län,Östnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
568,1905,2015-06-13,Eskilstuna kommun,Södermanlands län,Tidningen Folket,huvudredaktion,redaktion,Dagspress,Sörmlands Media
569,0,9,Eksjö kommun,Jönköpings län,Eksjö-Tidningen,huvudredaktion,redaktion,Gratistidning,
570,2006,2020-02-29,Eksjö kommun,Jönköpings län,Höglandet Nu,huvudredaktion,redaktion,Gratistidning,Hallpressen
571,2020-03-01,9,Eksjö kommun,Jönköpings län,Höglandet Nu,huvudredaktion,redaktion,Gratistidning,Bonnier|Hallpressen
572,1998,9,Eksjö kommun,Jönköpings län,Höglandsnytt,huvudredaktion,redaktion,Sajt,Höglandsnytt
573,1899,2020-02-29,Eksjö kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",huvudredaktion,redaktion,Dagspress,Hallpressen
574,2020-03-01,9,Eksjö kommun,Jönköpings län,"Smålands-Tidningen med Smålands Dagblad, Vetlanda-Posten och Tranås tidning",huvudredaktion,redaktion,Dagspress,Bonnier|Hallpressen
575,2018-01-15,2018-03-01,Eksjö kommun,Jönköpings län,Vimmerby Tidning med Linköpings Tidning och Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
576,2018-06-01,2018-03-01,Eksjö kommun,Jönköpings län,Vimmerby Tidning med Kinda-Posten,lokalredaktion,redaktion,Dagspress,NTM
577,0,2018-01-14,Eksjö kommun,Jönköpings län,"Vimmerby Tidning med Västerviks-Posten, Linköpings Tidning och Kinda-Posten",lokalredaktion,redaktion,Dagspress,Swepress
578,2014-07-25,2016-12-31,Luleå kommun,Norrbottens län,Eljester Norrbotten ,huvudredaktion,redaktion,Sajt,
579,2009,2018-12,Luleå kommun,Norrbottens län,Luleå gratistidning,huvudredaktion,redaktion,Gratistidning,Svenska Civildatalogerna
580,1861,9,Luleå kommun,Norrbottens län,Norrbottens-Kuriren,huvudredaktion,redaktion,Dagspress,NTM
581,1919-01-04,9,Luleå kommun,Norrbottens län,Norrländska Socialdemokraten,huvudredaktion,redaktion,Dagspress,NTM
582,0,9,Luleå kommun,Norrbottens län,Sveriges Radio P4 Norrbotten,huvudredaktion,redaktion,Etermedier,Sveriges Radio
583,0,9,Luleå kommun,Norrbottens län,Radio Luleå,huvudredaktion,redaktion,Etermedier,
584,2015-04-13,9,Luleå kommun,Norrbottens län,SVT Nyheter Norrbotten,huvudredaktion,redaktion,Etermedier,Sveriges Television
585,1971,2015-04-12,Luleå kommun,Norrbottens län,Nordnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
586,2015-07-01,9,Luleå kommun,Norrbottens län,Extra Luleå,huvudredaktion,redaktion,Gratistidning,NTM
587,0,2015-06-30,Luleå kommun,Norrbottens län,Extra Luleå,huvudredaktion,redaktion,Gratistidning,
588,2005,2019-05-01,Enköpings kommun,Uppsala län,Ena-Håbo Tidningen,huvudredaktion,redaktion,Gratistidning,Direktpress
589,2019-05-02,2020-06-17,Enköpings kommun,Uppsala län,Enköping Direkt,huvudredaktion,redaktion,Gratistidning,Direktpress
590,2020-06-18,9,Enköpings kommun,Uppsala län,Mitt i Enköping,huvudredaktion,redaktion,Gratistidning,Direktpress
591,2017-01-01,9,Enköpings kommun,Uppsala län,Enköpings-Posten,huvudredaktion,redaktion,Dagspress,NTM
592,1880,2016-12-31,Enköpings kommun,Uppsala län,Enköpings-Posten,huvudredaktion,redaktion,Dagspress,NWT
593,0,2018-12-28,Strängnäs kommun,Södermanlands län,Eskilstuna-Kuriren,lokalredaktion,redaktion,Dagspress,Sörmlands Media
594,2018-12-29,9,Strängnäs kommun,Södermanlands län,Eskilstuna-Kuriren,lokalredaktion,redaktion,Dagspress,NTM|Sörmlands Media
595,0,9,Strängnäs kommun,Södermanlands län,Gilla Stallarholmen,huvudredaktion,redaktion,Gratistidning,
596,2005,9,Strängnäs kommun,Södermanlands län,Mariefreds Tidning med Måsen Nykvarn och Måsen Strängnäs,huvudredaktion,redaktion,Dagspress,
597,0,2018-12-28,Flens kommun,Södermanlands län,Eskilstuna-Kuriren,lokalredaktion,redaktion,Dagspress,Sörmlands Media
598,2018-12-29,9,Flens kommun,Södermanlands län,Eskilstuna-Kuriren,lokalredaktion,redaktion,Dagspress,NTM|Sörmlands Media
599,2010-11-01,2017-12-31,Hällefors kommun,Örebro län,ETC Bergslagen,huvudredaktion,redaktion,Dagspress,ETC
600,2015-04-01,2019-03-31,Hällefors kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Mittmedia
601,2019-04-01,2020-04-01,Hällefors kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
602,2020-04-02,9,Hällefors kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier
603,0,2015-03-31,Hällefors kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Promedia
604,2017-02-03,2017-12-31,Jönköpings kommun,Jönköpings län,ETC Jönköping,huvudredaktion,redaktion,Dagspress,ETC
605,2012-09-01,2017-05-31,Jönköpings kommun,Jönköpings län,Jmini,huvudredaktion,redaktion,Sajt,Jmini
606,2017-06-01,2018-06-01,Jönköpings kommun,Jönköpings län,JKPG News,huvudredaktion,redaktion,Sajt,Jmini
607,2006,2020-02-29,Jönköpings kommun,Jönköpings län,Jnytt,huvudredaktion,redaktion,Sajt,Hallpressen
608,2016-06-01,2018-07-05,Jönköpings kommun,Jönköpings län,Jönköping News,huvudredaktion,redaktion,Sajt,Höglandsnytt
609,2005-02-16,2020-02-29,Jönköpings kommun,Jönköpings län,Jönköping Nu,huvudredaktion,redaktion,Gratistidning,Hallpressen
610,2020-03-01,9,Jönköpings kommun,Jönköpings län,Jönköping Nu,huvudredaktion,redaktion,Gratistidning,Bonnier|Hallpressen
